[2025-04-11T23:43:26.053+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-04-11T23:43:26.063+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: triphobo_etl_pipeline.scrape_attractions manual__2025-04-11T23:43:23.931280+00:00 [queued]>
[2025-04-11T23:43:26.068+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: triphobo_etl_pipeline.scrape_attractions manual__2025-04-11T23:43:23.931280+00:00 [queued]>
[2025-04-11T23:43:26.069+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2025-04-12T00:56:17.289+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/the-grove-los-angeles-united-states
[2025-04-12T00:56:21.009+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/los-angeles-united-states/rodeo-drive
[2025-04-12T00:56:25.835+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/los-angeles-united-states/hollywood-blvd
[2025-04-12T00:56:30.036+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/los-angeles-united-states/philippe-the-original
[2025-04-12T00:56:34.184+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/los-angeles-united-states/dodger-stadium
[2025-04-12T00:56:38.849+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/los-angeles-united-states/muscle-beach
[2025-04-12T00:56:43.126+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/los-angeles-united-states/venice-canals-walkway
[2025-04-12T00:56:47.971+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 3: https://www.triphobo.com/places/los-angeles-united-states/things-to-do?page=3
[2025-04-12T00:56:52.997+0000] {things_to_do.py:86} INFO - 📄 Found 14 attraction links
[2025-04-12T00:56:52.997+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/14: https://www.triphobo.com/places/los-angeles-united-states/the-griddle-cafe
[2025-04-12T00:56:57.535+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/14: https://www.triphobo.com/places/los-angeles-united-states/norton-simon-museum
[2025-04-12T00:57:02.298+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/14: https://www.triphobo.com/places/los-angeles-united-states/citadel-outlets
[2025-04-12T00:57:06.856+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/14: https://www.triphobo.com/places/los-angeles-united-states/baja-fresh-mexican-grill
[2025-04-12T00:57:11.309+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/14: https://www.triphobo.com/places/los-angeles-united-states/battleship-uss-iowa-bb-61
[2025-04-12T00:57:15.926+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/14: https://www.triphobo.com/places/los-angeles-united-states/pantages-theatre
[2025-04-12T00:57:20.442+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/14: https://www.triphobo.com/places/los-angeles-united-states/olvera-street
[2025-04-12T00:57:25.625+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/14: https://www.triphobo.com/places/los-angeles-united-states/nethercutt-collection
[2025-04-12T00:57:30.045+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/14: https://www.triphobo.com/places/los-angeles-united-states/hollywood-wax-museum
[2025-04-12T00:57:34.562+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/14: https://www.triphobo.com/places/los-angeles-united-states/the-magic-castle
[2025-04-12T00:57:38.209+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/14: https://www.triphobo.com/places/los-angeles-united-states/chinatown
[2025-04-12T00:57:42.517+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/14: https://www.triphobo.com/places/los-angeles-united-states/westwood-village-memorial-park-cemetery
[2025-04-12T00:57:47.481+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/14: https://www.triphobo.com/places/los-angeles-united-states/hollywood-hills
[2025-04-12T00:57:51.979+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/14: https://www.triphobo.com/places/los-angeles-united-states/tcl-chinese-theatre
[2025-04-12T00:57:57.429+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 4: https://www.triphobo.com/places/los-angeles-united-states/things-to-do?page=4
[2025-04-12T00:58:02.735+0000] {things_to_do.py:86} INFO - 📄 Found 11 attraction links
[2025-04-12T00:58:02.735+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/11: https://www.triphobo.com/places/los-angeles-united-states/grand-central-market
[2025-04-12T00:58:07.998+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/11: https://www.triphobo.com/places/los-angeles-united-states/diddy-riese-cookies
[2025-04-12T00:58:12.820+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/11: https://www.triphobo.com/places/los-angeles-united-states/queen-mary
[2025-04-12T00:58:17.151+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/11: https://www.triphobo.com/places/los-angeles-united-states/bradbury-building
[2025-04-12T00:58:21.727+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/11: https://www.triphobo.com/places/los-angeles-united-states/ripleys-believe-it-or-not-odditorium
[2025-04-12T00:58:26.152+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/11: https://www.triphobo.com/places/los-angeles-united-states/naples-island
[2025-04-12T00:58:30.585+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/11: https://www.triphobo.com/places/los-angeles-united-states/the-last-bookstore
[2025-04-12T00:58:35.063+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/11: https://www.triphobo.com/places/los-angeles-united-states/sunset-boulevard
[2025-04-12T00:58:39.516+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/11: https://www.triphobo.com/places/los-angeles-united-states/little-tokyo
[2025-04-12T00:58:44.416+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/11: https://www.triphobo.com/places/los-angeles-united-states/japanese-american-national-museum
[2025-04-12T00:58:49.384+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/11: https://www.triphobo.com/places/los-angeles-united-states/museum-of-contemporary-art
[2025-04-12T00:58:53.569+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 5: https://www.triphobo.com/places/los-angeles-united-states/things-to-do?page=5
[2025-04-12T00:58:58.124+0000] {things_to_do.py:86} INFO - 📄 Found 14 attraction links
[2025-04-12T00:58:58.124+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/14: https://www.triphobo.com/places/los-angeles-united-states/los-angeles-zoo
[2025-04-12T00:59:01.837+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/14: https://www.triphobo.com/places/los-angeles-united-states/angels-flight
[2025-04-12T00:59:07.088+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/14: https://www.triphobo.com/places/los-angeles-united-states/hollywood-and-highland-center
[2025-04-12T00:59:11.937+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/14: https://www.triphobo.com/places/los-angeles-united-states/la-fashion-district
[2025-04-12T00:59:16.567+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/14: https://www.triphobo.com/places/los-angeles-united-states/long-beach
[2025-04-12T00:59:21.137+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/14: https://www.triphobo.com/places/los-angeles-united-states/los-angeles-city-hall
[2025-04-12T00:59:25.976+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/14: https://www.triphobo.com/places/los-angeles-united-states/abbot-kinney-boulevard
[2025-04-12T00:59:30.361+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/14: https://www.triphobo.com/places/los-angeles-united-states/westfield-century-city
[2025-04-12T00:59:35.510+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/14: https://www.triphobo.com/places/los-angeles-united-states/self-realization-fellowship-lake-shrine
[2025-04-12T00:59:39.957+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/14: https://www.triphobo.com/places/los-angeles-united-states/long-beach-waterfront
[2025-04-12T00:59:44.589+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/14: https://www.triphobo.com/places/los-angeles-united-states/hollywood-forever-cemetery
[2025-04-12T00:59:49.444+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/14: https://www.triphobo.com/places/los-angeles-united-states/beverly-center
[2025-04-12T00:59:53.885+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/14: https://www.triphobo.com/places/los-angeles-united-states/greystone-mansion-and-gardens
[2025-04-12T00:59:58.363+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/14: https://www.triphobo.com/places/los-angeles-united-states/the-pike-at-rainbow-harbor
[2025-04-12T01:00:02.759+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 6: https://www.triphobo.com/places/los-angeles-united-states/things-to-do?page=6
[2025-04-12T01:00:15.723+0000] {things_to_do.py:86} INFO - 📄 Found 14 attraction links
[2025-04-12T01:00:15.724+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/14: https://www.triphobo.com/places/los-angeles-united-states/l-a-live
[2025-04-12T01:00:21.884+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/14: https://www.triphobo.com/places/los-angeles-united-states/guinness-world-records-museum
[2025-04-12T01:00:28.556+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/14: https://www.triphobo.com/places/los-angeles-united-states/microsoft-theater
[2025-04-12T01:00:32.224+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/14: https://www.triphobo.com/places/los-angeles-united-states/hammer-museum
[2025-04-12T01:00:41.791+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/14: https://www.triphobo.com/places/los-angeles-united-states/museum-of-tolerance
[2025-04-12T01:00:47.214+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/14: https://www.triphobo.com/places/los-angeles-united-states/travel-town-museum
[2025-04-12T01:00:59.760+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/14: https://www.triphobo.com/places/los-angeles-united-states/topanga-state-park
[2025-04-12T01:01:04.495+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/14: https://www.triphobo.com/places/los-angeles-united-states/korean-bell-of-friendship
[2025-04-12T01:01:09.182+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/14: https://www.triphobo.com/places/los-angeles-united-states/san-gabriel-mountains
[2025-04-12T01:01:15.462+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/14: https://www.triphobo.com/places/los-angeles-united-states/american-girl-place
[2025-04-12T01:01:20.075+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/14: https://www.triphobo.com/places/los-angeles-united-states/the-japanese-garden
[2025-04-12T01:01:24.458+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/14: https://www.triphobo.com/places/los-angeles-united-states/museum-of-latin-american-art
[2025-04-12T01:01:29.412+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/14: https://www.triphobo.com/places/los-angeles-united-states/the-santee-alley
[2025-04-12T01:01:33.555+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/14: https://www.triphobo.com/places/los-angeles-united-states/rosies-dog-beach
[2025-04-12T01:01:37.920+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 7: https://www.triphobo.com/places/los-angeles-united-states/things-to-do?page=7
[2025-04-12T01:01:42.903+0000] {things_to_do.py:86} INFO - 📄 Found 14 attraction links
[2025-04-12T01:01:42.904+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/14: https://www.triphobo.com/places/los-angeles-united-states/exposition-park
[2025-04-12T01:01:49.377+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/14: https://www.triphobo.com/places/los-angeles-united-states/melrose-avenue
[2025-04-12T01:01:53.865+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/14: https://www.triphobo.com/places/los-angeles-united-states/koreatown
[2025-04-12T01:01:58.271+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/14: https://www.triphobo.com/places/los-angeles-united-states/mission-san-fernando-rey-de-espana
[2025-04-12T01:02:03.272+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/14: https://www.triphobo.com/places/los-angeles-united-states/the-los-angeles-music-center
[2025-04-12T01:02:09.190+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/14: https://www.triphobo.com/places/los-angeles-united-states/hollywood-farmers-market
[2025-04-12T01:02:14.220+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/14: https://www.triphobo.com/places/los-angeles-united-states/ahmanson-theatre
[2025-04-12T01:02:18.849+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/14: https://www.triphobo.com/places/los-angeles-united-states/forest-lawn-memorial-park-hollywood-hills
[2025-04-12T01:02:23.682+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/14: https://www.triphobo.com/places/los-angeles-united-states/echo-park
[2025-04-12T01:02:28.838+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/14: https://www.triphobo.com/places/los-angeles-united-states/stahl-house
[2025-04-12T01:02:34.212+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/14: https://www.triphobo.com/places/los-angeles-united-states/la-opera
[2025-04-12T01:02:38.313+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/14: https://www.triphobo.com/places/los-angeles-united-states/pershing-square
[2025-04-12T01:02:42.888+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/14: https://www.triphobo.com/places/los-angeles-united-states/bronson-canyon
[2025-04-12T01:02:47.718+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/14: https://www.triphobo.com/places/los-angeles-united-states/flight-path-learning-center
[2025-04-12T01:02:51.696+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 8: https://www.triphobo.com/places/los-angeles-united-states/things-to-do?page=8
[2025-04-12T01:02:58.471+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T01:02:58.472+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/los-angeles-united-states/autry-museum-of-the-american-west
[2025-04-12T01:03:02.683+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/los-angeles-united-states/newport-beach
[2025-04-12T01:03:07.958+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/los-angeles-united-states/university-of-southern-california
[2025-04-12T01:03:12.923+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/los-angeles-united-states/university-of-california
[2025-04-12T01:03:18.903+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/los-angeles-united-states/park-la-brea-apartments
[2025-04-12T01:03:23.270+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/place/adda/597740285840d43f540014d4
[2025-04-12T01:03:27.917+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/los-angeles-united-states/los-angeles-nomadic-division
[2025-04-12T01:03:32.855+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/los-angeles-united-states/l-a-children-s-museum
[2025-04-12T01:03:37.317+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/los-angeles-united-states/skirball-cultural-center-museum
[2025-04-12T01:03:41.438+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/los-angeles-united-states/ucla-university-library
[2025-04-12T01:03:45.771+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/los-angeles-united-states/david-hockney-exhibit-at-lacma
[2025-04-12T01:03:50.850+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/los-angeles-united-states/music-beyond
[2025-04-12T01:03:55.535+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/los-angeles-united-states/american-southwestern-railway-association
[2025-04-12T01:04:00.167+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/los-angeles-united-states/blue-zoo-aquatics-group
[2025-04-12T01:04:04.284+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/los-angeles-united-states/the-international-vest-museum
[2025-04-12T01:04:09.433+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 9: https://www.triphobo.com/places/los-angeles-united-states/things-to-do?page=9
[2025-04-12T01:04:13.975+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T01:04:13.975+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/los-angeles-united-states/rudolph-east-asian-library
[2025-04-12T01:04:18.280+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/los-angeles-united-states/fire-department-museum
[2025-04-12T01:04:22.483+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/los-angeles-united-states/pretty-in-plastic
[2025-04-12T01:04:27.406+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/los-angeles-united-states/living-art-aquatic-design
[2025-04-12T01:04:32.026+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/los-angeles-united-states/leigh-h-taylor-law-library
[2025-04-12T01:04:36.805+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/los-angeles-united-states/neutra-institute-gallery-museum
[2025-04-12T01:04:41.037+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/los-angeles-united-states/santa-monica-museum-of-arts
[2025-04-12T01:04:46.634+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/los-angeles-united-states/museum-of-neon-art
[2025-04-12T01:04:51.668+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/los-angeles-united-states/page-museum-at-the-la-brea-tar-pits
[2025-04-12T01:04:57.752+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/los-angeles-united-states/braille-institute
[2025-04-12T01:05:02.275+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/los-angeles-united-states/arts-consulting-group
[2025-04-12T01:05:14.088+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/los-angeles-united-states/alina-szapocznikow-sculpture-undone-1955-1972
[2025-04-12T01:05:20.468+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/los-angeles-united-states/ripley-entertainment
[2025-04-12T01:05:25.118+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/los-angeles-united-states/little-free-library
[2025-04-12T01:05:29.771+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/los-angeles-united-states/dinosaur-museum
[2025-04-12T01:05:34.283+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 10: https://www.triphobo.com/places/los-angeles-united-states/things-to-do?page=10
[2025-04-12T01:05:38.967+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T01:05:38.967+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/los-angeles-united-states/youngjin-corporation
[2025-04-12T01:05:43.057+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/los-angeles-united-states/museum-tamal
[2025-04-12T01:05:48.480+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/los-angeles-united-states/darling-biomedical-library
[2025-04-12T01:05:53.317+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/los-angeles-united-states/traveling-space-museum
[2025-04-12T01:05:57.610+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/los-angeles-united-states/william-eggleston-exhibition
[2025-04-12T01:06:01.829+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/los-angeles-united-states/orchestra-library
[2025-04-12T01:06:06.245+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/los-angeles-united-states/water-power-library
[2025-04-12T01:06:11.188+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/los-angeles-united-states/michael-smith-event-music
[2025-04-12T01:06:15.754+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/los-angeles-united-states/national-film-museum
[2025-04-12T01:06:20.720+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/los-angeles-united-states/creative-space
[2025-04-12T01:06:25.230+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/los-angeles-united-states/los-angeles-city-library-brentwood
[2025-04-12T01:06:30.073+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/los-angeles-united-states/barrister-research-library
[2025-04-12T01:06:34.522+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/los-angeles-united-states/medical-library
[2025-04-12T01:06:39.480+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/los-angeles-united-states/mario-the-goose
[2025-04-12T01:06:43.671+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/los-angeles-united-states/libreria-fuente-de-agua-viva
[2025-04-12T01:06:48.210+0000] {things_to_do.py:105} INFO - ✅ Data saved to multi_city_attractions.csv
[2025-04-12T01:06:48.211+0000] {python.py:240} INFO - Done. Returned value was: None
[2025-04-12T01:06:48.219+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2025-04-12T01:06:48.220+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=triphobo_etl_pipeline, task_id=scrape_attractions, run_id=manual__2025-04-11T23:43:23.931280+00:00, execution_date=20250411T234323, start_date=20250411T234326, end_date=20250412T010648
[2025-04-12T01:06:48.246+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2025-04-12T01:06:48.264+0000] {taskinstance.py:3895} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2025-04-12T01:06:48.264+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
